ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);22/05/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);26/05/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);27/05/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);03/06/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);18/06/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);23/06/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);03/07/2021;MASCULINO;ADULTOS;23001000;2
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);08/07/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);12/07/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);25/07/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);29/07/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);08/08/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);24/08/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);29/08/2021;MASCULINO;ADULTOS;23001000;2
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);30/08/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);10/09/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);07/10/2021;MASCULINO;ADULTOS;23001000;2
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);18/10/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);01/11/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);25/11/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);26/11/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);30/11/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);10/12/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);12/12/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;MONTERÍA (CT);23/12/2021;MASCULINO;ADULTOS;23001000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;12/03/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;21/03/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;25/03/2021;MASCULINO;ADOLESCENTES;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;05/04/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;08/05/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;12/05/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;13/05/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;17/05/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;03/06/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;08/06/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;14/06/2021;FEMENINO;MENORES;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;19/07/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;26/07/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;21/08/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;30/08/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;27/09/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;02/10/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;27/10/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;11/11/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;13/11/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;21/11/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PLANETA RICA;04/12/2021;MASCULINO;ADULTOS;23555000;1
ARMA DE FUEGO;CÓRDOBA;PUEBLO NUEVO;04/05/2021;MASCULINO;ADULTOS;23570000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO ESCONDIDO;24/06/2021;MASCULINO;ADULTOS;23574000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO ESCONDIDO;17/11/2021;FEMENINO;ADULTOS;23574000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;12/02/2021;FEMENINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;08/03/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;11/06/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;14/06/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;25/07/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;15/08/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;03/10/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;17/11/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;22/11/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;25/11/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PUERTO LIBERTADOR;19/12/2021;MASCULINO;ADULTOS;23580000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;11/03/2021;MASCULINO;MENORES;23586000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;14/05/2021;MASCULINO;ADULTOS;23586000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;17/07/2021;MASCULINO;ADULTOS;23586000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;21/07/2021;MASCULINO;ADULTOS;23586000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;23/08/2021;MASCULINO;ADULTOS;23586000;1
ARMA DE FUEGO;CÓRDOBA;PURÍSIMA;21/11/2021;FEMENINO;ADULTOS;23586000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;15/01/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;21/01/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;27/01/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;11/04/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;15/04/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;06/05/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;13/05/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;25/05/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;03/07/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;22/07/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;30/07/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;11/08/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;31/08/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;06/10/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAHAGÚN;08/12/2021;MASCULINO;ADULTOS;23660000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;18/01/2021;MASCULINO;ADOLESCENTES;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;24/03/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;28/04/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;23/07/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;14/09/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;05/10/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;25/10/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANDRÉS SOTAVENTO;13/11/2021;MASCULINO;ADULTOS;23670000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANTERO;12/06/2021;MASCULINO;ADULTOS;23672000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANTERO;28/06/2021;MASCULINO;ADULTOS;23672000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANTERO;24/10/2021;MASCULINO;ADULTOS;23672000;1
ARMA DE FUEGO;CÓRDOBA;SAN ANTERO;12/12/2021;MASCULINO;ADULTOS;23672000;1
ARMA DE FUEGO;CÓRDOBA;SAN BERNARDO DEL VIENTO;27/06/2021;MASCULINO;ADULTOS;23675000;1
ARMA DE FUEGO;CÓRDOBA;SAN BERNARDO DEL VIENTO;20/07/2021;MASCULINO;ADULTOS;23675000;1
ARMA DE FUEGO;CÓRDOBA;SAN BERNARDO DEL VIENTO;02/08/2021;MASCULINO;ADULTOS;23675000;1
ARMA DE FUEGO;CÓRDOBA;SAN CARLOS;24/03/2021;MASCULINO;ADULTOS;23678000;1
ARMA DE FUEGO;CÓRDOBA;SAN CARLOS;28/03/2021;MASCULINO;ADULTOS;23678000;1
ARMA DE FUEGO;CÓRDOBA;SAN CARLOS;02/07/2021;MASCULINO;ADULTOS;23678000;1
ARMA DE FUEGO;CÓRDOBA;SAN CARLOS;27/10/2021;MASCULINO;ADULTOS;23678000;1
ARMA DE FUEGO;CÓRDOBA;SAN CARLOS;15/12/2021;MASCULINO;ADULTOS;23678000;1
ARMA DE FUEGO;CÓRDOBA;SAN JOSÉ DE URÉ;26/03/2021;MASCULINO;ADULTOS;23682000;1
ARMA DE FUEGO;CÓRDOBA;SAN JOSÉ DE URÉ;10/04/2021;MASCULINO;ADULTOS;23682000;1
ARMA DE FUEGO;CÓRDOBA;SAN JOSÉ DE URÉ;27/11/2021;MASCULINO;ADULTOS;23682000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;01/01/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;09/02/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;18/02/2021;FEMENINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;03/03/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;14/04/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;29/04/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;23/05/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;15/09/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;01/10/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;10/11/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;19/11/2021;MASCULINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;SAN PELAYO;03/12/2021;FEMENINO;ADULTOS;23686000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;23/01/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;28/01/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;15/02/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;26/02/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;06/03/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;13/03/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;14/03/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;25/03/2021;FEMENINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;14/04/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;17/04/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;04/05/2021;MASCULINO;ADULTOS;23807000;2
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;17/06/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;02/07/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;04/07/2021;MASCULINO;ADULTOS;23807000;2
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;16/08/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;25/08/2021;MASCULINO;ADOLESCENTES;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;28/08/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;20/09/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;05/10/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;09/10/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;24/10/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;31/10/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;07/11/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;12/11/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;13/11/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;26/11/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;13/12/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TIERRALTA;18/12/2021;MASCULINO;ADULTOS;23807000;1
ARMA DE FUEGO;CÓRDOBA;TUCHÍN;29/03/2021;MASCULINO;ADULTOS;23815000;1
ARMA DE FUEGO;CÓRDOBA;TUCHÍN;07/05/2021;MASCULINO;ADULTOS;23815000;1
ARMA DE FUEGO;CÓRDOBA;TUCHÍN;23/06/2021;MASCULINO;ADULTOS;23815000;1
ARMA DE FUEGO;CÓRDOBA;TUCHÍN;01/08/2021;MASCULINO;ADULTOS;23815000;1
ARMA DE FUEGO;CÓRDOBA;TUCHÍN;27/11/2021;MASCULINO;ADULTOS;23815000;1
ARMA DE FUEGO;CÓRDOBA;VALENCIA;03/05/2021;MASCULINO;ADULTOS;23855000;1
ARMA DE FUEGO;CÓRDOBA;VALENCIA;07/11/2021;MASCULINO;ADULTOS;23855000;1
ARMA DE FUEGO;CÓRDOBA;VALENCIA;27/11/2021;MASCULINO;ADULTOS;23855000;1
ARMA DE FUEGO;CUNDINAMARCA;APULO;28/01/2021;MASCULINO;ADULTOS;25599000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);01/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);02/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);03/01/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);03/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);05/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);06/01/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);07/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);08/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);09/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);10/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);11/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);30/01/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);31/01/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);01/02/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);01/02/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);03/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);04/02/2021;MASCULINO;ADULTOS;11001000;4
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);05/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);06/02/2021;MASCULINO;ADULTOS;11001000;4
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);07/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);08/02/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);09/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);10/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);11/02/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/02/2021;MASCULINO;ADULTOS;11001000;5
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/02/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/02/2021;MASCULINO;ADULTOS;11001000;4
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/02/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/02/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/02/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);28/02/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);01/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);02/03/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);03/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);04/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);05/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);08/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);09/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);10/03/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);10/03/2021;MASCULINO;ADULTOS;11001000;4
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);11/03/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/03/2021;MASCULINO;ADULTOS;11001000;4
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/03/2021;FEMENINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/03/2021;MASCULINO;ADULTOS;11001000;3
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/03/2021;MASCULINO;ADULTOS;11001000;2
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/03/2021;MASCULINO;ADULTOS;11001000;1
ARMA DE FUEGO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/03/2021;MASCULINO;ADULTOS;11001000;1
